1步杀421,1Rb1kc3/4a4/4bc3/1N2C4/9/9/9/9/9/3K5 w
5步杀5721,Ccbaka3/9/4b4/5N1n1/5R1C1/9/9/9/r2p1r3/4KR3 w
5步杀5722,2bak4/4a4/4b4/2N1C2rp/9/R2R5/2n1c4/C3B4/4A1r2/2BA1K3 w
5步杀5723,2bak4/CC2a2NR/4b4/9/4n4/9/6c2/2r1B1r2/4Ap3/3RKAB2 w
5步杀5724,2b6/1C2k4/n3bR3/6N2/9/6B2/9/1R7/3p1prr1/1C1AK3c w
5步杀5725,3a1kb2/3NR2R1/3ab3c/6n2/9/7C1/9/9/r2p1r3/4K1cC1 w
5步杀5726,2baka1nC/7R1/2c6/4pN1R1/6C2/9/9/3p5/7r1/3K1prc1 w
5步杀5727,2r2k3/3R4C/b4N1rb/9/5n3/5C3/6n2/5p3/4p4/5K1R1 w
5步杀5728,3akabC1/9/2n1b2R1/9/9/N8/r3c2n1/4C4/3pA4/rRB1KA3 w
5步杀5729,3ak4/1C2aR3/2n1c4/7N1/9/7R1/9/4C4/4A1rnr/3AK3c w
5步杀5730,4ka3/3Ra2C1/4c1n2/1N7/9/1R7/9/4C4/rnr1A4/c3KA3 w
5步杀5731,1n1ak1br1/2r1aR3/4R3c/9/9/9/9/2C1B2C1/4A3n/3AK1BNc w
5步杀5732,c1b1k4/5R2C/5N1rb/9/2p2n3/5C1R1/4r4/3n5/4p1p2/5Kc2 w
5步杀5733,1R1ak1b1R/9/1CNc3r1/4p4/6p1p/9/9/4B1n2/2nCA2r1/2BAK3c w
5步杀5784,2N1R3c/1C2a3r/4k4/3Nn1R2/9/3n5/9/3p5/4p4/3K5 w
5步杀5785,2ba1kr2/3Na1R2/4b4/7C1/1N7/6R2/9/n3B4/4r4/c2K2B2 w
5步杀5786,2bak4/1R2a4/b3N4/5CN2/3Rp4/4c4/9/1r1nB4/4r4/3K2B2 w
5步杀5787,5r3/1RNka2N1/1R5C1/1rp6/2b6/5c3/5c3/3p1n3/9/3K1p3 w
5步杀5788,3akab2/7R1/nn2b4/NC2R4/4N4/9/9/3p5/r4cr2/3K5 w
5步杀5789,4kab2/3RaR3/4N1C1n/4p4/6b2/9/4c4/2n1B3N/4A2r1/2rAK4 w
5步杀5790,2baka3/1R7/4b2nn/4R2CN/4N4/9/9/5p2B/2rcA3r/3A1KB2 w
5步杀5791,7n1/3ka4/Nn7/1R4N2/2C6/9/9/4Rp1r1/6p2/r3cK3 w
5步杀5792,3n1k1n1/4a4/9/5NR2/2rN2cr1/1C2R4/9/5p3/4p1p2/5K3 w
5步杀5796,3k5/2N2R3/b2cn4/2p1N4/4p4/4C4/6r2/4cR3/2p1pr3/3K3C1 w
5步杀5797,1C1NR4/1C2c3R/5k3/6n1N/8r/9/9/1r2n4/4pc3/3K5 w
5步杀5798,4RN1C1/R3c2C1/3k5/N1n6/r8/9/9/4n2r1/3cp4/5K3 w
5步杀5799,1r1a2b2/2Nk5/2n5b/2p5R/2c2r3/2nCN4/4cC3/9/4p1p2/5K2R w
5步杀5800,1r1a2b2/2Nk5/2n5b/2pNR4/2cr5/2nC5/4cC3/9/4p1p2/5K2R w
5步杀5801,n2rc2n1/8C/3kb2Nb/3c3R1/4R4/4N4/3r4C/4Bp3/4p1p2/5K3 w
5步杀5802,2n3b2/5k3/2nRb1R2/6NC1/r5p2/9/7r1/3N5/2ppcCc2/2p1K4 w
6步杀6143,1C1k1a3/9/9/2R6/N8/9/9/9/3pp1p2/5K3 w
6步杀6144,c1ba1k3/1R4N2/3ab4/9/9/9/9/5C3/2p1p4/1p1K5 w
6步杀6145,2ba5/4ak3/4bcN2/9/9/4C4/9/5R3/4Ap3/1cnAK4 w
6步杀6146,5ab2/3ka4/2Ncb4/9/9/4C4/9/3R5/3pA4/4KAnc1 w
6步杀6147,2ba1a3/CcNk5/9/9/9/4R4/9/4B4/4Ap1n1/2BAK3c w
6步杀6148,5R3/2n2c3/b4k3/4N4/6pn1/3C5/3c5/5p3/4p4/5K3 w
6步杀6149,3a1kb2/4a4/9/1N5R1/9/9/9/5C3/1r2p4/3K5 w
6步杀6150,2bakab2/9/9/9/6N2/1R7/1C7/9/4p2r1/5K3 w
6步杀6151,4R4/9/5k3/5C3/2b6/2N6/9/5p3/4p2r1/5K3 w
6步杀6152,1C1a1N3/4k4/3a5/9/9/5R3/7r1/5p3/4p4/5K3 w
6步杀6153,2bakab1C/9/9/5R3/9/7N1/9/9/1r2p1p2/5K3 w
6步杀6154,3a1kb2/1R7/3ab4/5N3/9/8C/3r5/3pp4/4p4/3K5 w
6步杀6155,4k4/4a4/3a1c3/4N4/9/4C2R1/9/9/4p1r2/3K5 w
6步杀6156,4k4/4a4/3c1a3/4N4/9/1R2C4/9/9/2r1p4/5K3 w
6步杀6157,4k1b2/2c1a4/3ab4/7N1/9/1R7/9/3C5/4p2r1/5K3 w
6步杀6158,3aka2R/3N5/b8/9/2b6/9/9/4B2C1/2p1r3c/3K2B2 w
6步杀6159,4k4/2Nc5/5R3/9/2C6/9/9/9/4p1pr1/5K3 w
6步杀6160,6R2/1CNc5/4k4/9/9/9/3r5/3p5/4p4/3K5 w
6步杀6161,3k5/6R1C/3c4b/6N2/6b2/9/9/9/2r1p1p2/5K3 w
6步杀6162,3ak4/4aR3/6N2/7C1/6r2/6B2/9/9/4p1p2/5K2c w
6步杀6163,3a5/4ak3/4bcN2/9/9/8C/9/1r3R3/3pAp3/4K4 w
6步杀6164,5a3/3ka4/2Ncb4/9/9/C8/9/3R3r1/3pAp3/4K4 w
6步杀6165,C1ba1k3/4a4/4bc3/1N7/9/7R1/9/3p5/4pr3/3K5 w
6步杀6166,2b2k3/4R1N2/4ba3/6p2/9/9/9/4B3C/4p3r/1cBA1K3 w
6步杀6167,5a3/3ka4/2Ncb4/9/9/C5B2/9/3R2r1B/3pAp3/4K4 w
6步杀6168,4ka3/4a4/3c5/R3N4/9/4C4/9/4p4/3p1p1r1/4K4 w
6步杀6169,C5b2/3k5/3ab4/1R7/2N6/9/9/9/2p1p1pr1/2c2K3 w
6步杀6170,9/3kaR3/4b4/5N3/C7p/2B5r/8c/3p5/5p3/3AK4 w
6步杀6171,2ba5/1C7/3abk3/4pN3/2p6/4p4/4c4/2r1B4/2p1A4/4KABR1 w
6步杀6172,2bk4C/9/3a5/5cN2/9/9/9/1R7/2r3p2/4KAB1c w
6步杀6173,2bak1b2/4a4/9/1N7/9/5R3/C8/2c6/2c1A1p1r/3A1K3 w
6步杀6174,6Rc1/2N6/3k5/C8/9/r2c5/9/9/4p1p2/5K3 w
6步杀6175,5ab2/3ka4/2Ncb4/9/9/C8/9/3R5/3pAp1r1/4K3c w
6步杀6176,3a1c2r/4k4/4b4/p8/6b2/2B3c2/4N4/3RC1p2/4AK3/3A5 w
6步杀6177,5ab2/3ka4/2Ncb3c/9/9/C8/9/3R3r1/1p1pAp3/2BAK1B2 w
6步杀6178,9/4k4/4Nr3/9/2C1R4/9/9/2n6/3p5/4K1B2 w
6步杀6179,3k1a3/9/5a2C/6NR1/9/9/3p5/3n5/6r2/5K3 w
6步杀6180,5a3/3k2N2/bR3a3/7C1/9/9/4p4/5K3/2r6/3n5 w
6步杀6181,2bak4/4aR3/6N2/7C1/6r2/6B2/9/3p1K3/9/3n5 w
6步杀6182,4kab2/3Ra4/2N6/1C7/2r6/2B6/9/3K1p3/9/5n3 w
6步杀6183,4kab2/1R1Na4/4b4/7n1/9/3C5/9/r8/3p5/4KA3 w
6步杀6184,2b2a3/4ak3/4b4/1N7/9/9/9/C1n1Bp3/8r/2B2K1R1 w
6步杀6185,9/5R3/b1Ck5/9/9/7n1/3N5/5p1r1/4p4/5K3 w
6步杀6186,2b1k4/9/n4a3/1N1R5/6p2/9/9/3C5/4p1r2/5K3 w
6步杀6187,4k1b2/9/3a4n/5R1N1/2p6/9/9/5C3/2r1p4/3K5 w
6步杀6188,2bak4/4aR3/6N2/7C1/6r2/9/9/3nB4/4p1p2/5K3 w
6步杀6189,2b2a3/4ak3/4b4/1N7/9/9/9/C1n1B4/3p1p2r/2BAK2R1 w
6步杀6190,2bak4/4aN1R1/4b4/1n7/5C3/9/9/4B3r/9/1cBAK4 w
6步杀6191,9/4k4/4Nr3/9/2C1R4/9/9/2n6/3p5/4KAB1c w
6步杀6192,1R1c1k3/9/3a1N3/9/9/9/4C4/9/2r2pn2/3AKA3 w
6步杀6193,3a1kb2/4a4/9/1N5R1/9/9/9/n4C3/1r2p4/c2K5 w
6步杀6194,6b1R/4k4/4b1r1c/7N1/9/7C1/8n/4B4/4p4/5K3 w
6步杀6195,6b1R/4k4/4b1r1c/7N1/9/7C1/9/4B2n1/4p4/5K3 w
6步杀6196,1C1a5/4ak3/4b4/1N7/6bR1/9/9/3n5/4p1r2/3K4c w
6步杀6197,2bakab2/9/9/9/6N2/1R7/1C7/7rn/4p4/5K2c w
6步杀6198,3a5/2n2k3/5a3/9/9/7N1/2C1R4/5A3/5p3/crB1K4 w
6步杀6199,5a1C1/3ka4/4b4/7N1/1Rb6/9/9/5n3/2r1p4/c4K3 w
6步杀6200,1C1a5/4a4/5k3/9/9/4R3N/9/4B4/n3p2r1/3K1AB1c w
6步杀6201,2bak4/4a4/2c3N2/9/7C1/6r2/5R3/4n1p2/4A4/3A1K3 w
6步杀6202,2bakab2/5r3/5N3/9/9/8C/9/3RB4/4pcn2/3K5 w
6步杀6203,1R4b2/3Nak3/9/9/9/4C4/7n1/4B4/r2pA4/4KAB1c w
6步杀6204,2bakab2/9/9/9/6N2/1R7/1C7/4B3n/4p2r1/2B2K2c w
6步杀6205,3ak1b2/9/4ba3/7N1/6p2/2R2C3/3r4c/9/4AK1n1/3A5 w
6步杀6206,5ab2/2R1a4/3k5/6N2/9/2c6/1n1C5/9/4Ap2r/2BAK4 w
6步杀6207,2ba1a3/4k4/4b4/9/4N4/3R5/9/3AC4/1n2Ap1r1/2B1K3c w
6步杀6208,2bak4/9/4ba3/3r3N1/9/5C3/9/2R1p4/5K1n1/2BA2B1c w
6步杀6209,2bakab2/3r1R3/3N5/9/9/2C6/9/4B4/4p3n/c1BA1K3 w
6步杀6210,5ab2/1N1k3C1/3a5/6R2/9/6B2/9/4B1n2/4Ap3/3AK2cr w
6步杀6211,2ba3R1/4ak3/4b4/4N4/9/9/1r3C3/2n1B4/3pA4/c3KAB2 w
6步杀6212,4k1b2/4a4/3a4b/5N3/9/C3R4/9/2n2A3/3p4r/c1BAK1B2 w
6步杀6213,9/4k4/4Nr3/9/2C1R4/9/9/6n2/3p1p3/4K3c w
6步杀6214,9/9/4kN1cC/3R5/9/1n7/9/3p5/1r2p4/3K5 w
6步杀6215,9/1cCN5/4ka3/3R5/9/6n2/r8/3p5/4p4/3K5 w
6步杀6216,2baka3/4n4/4r2Rc/9/3N5/9/9/3pp2C1/9/3K5 w
6步杀6217,3aka3/2R6/4b4/CNp6/9/9/9/9/n2p2r2/1c2K4 w
6步杀6218,2ba5/4akN2/4b4/9/9/2R6/5C3/2n6/1r1p1p3/c3K4 w
6步杀6219,2bc2Rr1/4ak1N1/4b4/4C4/9/9/9/4B4/1np1p4/3K2B2 w
6步杀6220,3a1k3/4a4/8b/1N6R/6b2/5C3/9/4B2n1/r2p1p3/4K3c w
6步杀6221,3N1a3/4k2c1/CR7/4p4/9/9/1n6r/4BA3/5p3/2BAK4 w
6步杀6222,3ak1b2/9/4ba3/7N1/6p2/2R2C3/3r4c/6p2/4AK1n1/3A5 w
6步杀6223,C3k4/4a4/2Na4b/8c/6p2/9/5R3/4BA3/1n2Ap1r1/4K4 w
6步杀6224,1r1ak4/3R5/n2ab3b/4pN3/9/9/9/4BC3/2p1A2c1/3K1AB2 w
6步杀6225,2ba5/4ak3/4bcN2/9/9/1C7/9/r3BR3/1n1pAp3/4KAB2 w
6步杀6227,3acc1R1/4k4/3a5/9/9/6N2/4C4/rn2B4/2p1A4/3K1AB2 w
6步杀6228,4kab2/2Nca4/4b4/9/9/9/R8/3CB1n2/4Ap1r1/2BAK3c w
6步杀6229,3k4C/5R1c1/n3b2N1/9/2r3p2/6c2/9/5p3/4p4/5K3 w
6步杀6230,2ba1R1n1/3k5/3Nb4/9/9/6C2/c8/3AB4/1n1KA4/2r3B2 w
6步杀6231,n3k3C/4a4/b8/R2N4p/9/9/9/5n3/3p1r2c/3AK4 w
6步杀6232,C2k2b1c/4a4/b2a2N2/2R3p2/2p3n2/9/9/5A2B/4A1n1c/3K2B1r w
6步杀6233,3a1k3/4a4/9/1N5R1/9/9/9/5C3/3pr1r2/5K3 w
6步杀6234,r1bakab2/9/9/9/6N2/1R7/1C7/4B4/4p2r1/3A1KB2 w
6步杀6235,1r1a1ab2/4k4/4C4/8p/2bN3R1/9/9/Br3A3/1p7/3AK4 w
6步杀6236,9/c2k5/CR7/3N5/9/9/9/4p4/7rr/4K4 w
6步杀6237,3a4c/9/CR1ak4/9/4N4/9/5r3/5p3/4p1r2/5K3 w
6步杀6238,2r2abC1/4k4/3a5/9/9/3R2N2/9/9/1p2pp3/3K2cr1 w
6步杀6239,9/3k5/2n3N2/9/3r5/4R4/9/4C4/4K4/2r2AB2 w
6步杀6240,3k1a3/4a4/4b4/4C4/1Rb1N1r2/9/9/n3B4/4Ar3/3AK1B2 w
6步杀6241,3a5/4a4/3kb4/1cp1N4/1n7/9/3C5/3AB4/3p1p3/2R1KAr1r w
6步杀6242,1r2k4/5Rc2/3a5/9/2b1N1b2/9/9/3C1K3/4p1r2/3c2n2 w
6步杀6243,3k5/2R6/3a1a3/6C2/1c1N3c1/7r1/4p1r2/3pnK3/4p4/9 w
6步杀6244,3kn4/2N2R3/4b1n2/9/9/9/9/5p3/rr2p4/5KC2 w
6步杀6245,n4k3/1R2a4/4N4/9/9/2C2c3/5n3/9/r5p1r/4K4 w
6步杀6246,1R1a1r3/5k2r/3a5/9/4pcn1N/9/4C4/5p3/4pn3/3p1K3 w
6步杀6247,5R1N1/4kn3/1r6C/8n/2b6/9/5c3/4p4/5p3/1r1cK4 w
6步杀6248,3k2nc1/2R1a3c/4N3b/9/1rb6/1n4r2/3C5/5p3/4p4/5K3 w
6步杀6249,8r/3nak2r/3a5/2pN5/R7n/3p1C2c/9/5p3/4p4/5K1c1 w
6步杀6400,C3kabc1/1N2a4/9/9/9/9/3n3CR/9/1n1p1p3/c3K1p2 w
6步杀6401,5a3/3ka1NC1/R7b/9/6b2/1r7/9/2C6/4p4/c4K3 w
6步杀6402,2b2a3/C3a4/3kb4/9/9/R5N2/9/4p3C/2prA4/1cBA1KB2 w
6步杀6403,4ka2N/6R2/b3b4/9/1C2r3C/9/9/B3B4/c2KA1p2/cp7 w
6步杀6404,9/5k3/4b4/2N1C4/2bR1C3/9/9/2n1B4/5p1r1/4K3c w
6步杀6405,3a1kb1c/4a4/4b4/7RN/7C1/9/n7C/4B4/r3p4/3K5 w
6步杀6406,2bakab2/9/9/7R1/4C4/5N1C1/9/4B4/3pA4/cnrAK1B2 w
6步杀6407,1R3a3/3k3C1/3a4b/6pN1/9/9/4n3c/5p2C/4r4/5K3 w
6步杀6408,1R3a3/3ka1NC1/8b/6p2/9/9/4n3c/4B3C/3r1p3/3AK1B2 w
6步杀6409,3a5/C1Nck4/8R/9/C8/9/9/5p3/r3p4/c2AnK3 w
6步杀6410,2nak1b2/7R1/5a3/9/2N2Cp2/4C4/9/2n1B4/3pA1r2/c3KAB2 w
6步杀6411,2bk1Nbn1/9/4Ra3/4C4/9/9/9/2C1Bn3/3p1ppr1/4K3c w
6步杀6412,2ba1kn2/9/4bn3/4C4/9/5R3/9/3N5/3pC4/2p1K1crc w
6步杀6413,CR3a3/5k1N1/9/9/9/9/9/1C7/2p1r3r/3K5 w
6步杀6414,5a3/3ka1NC1/R7b/9/6b2/1r7/9/2C6/4p3r/c4K3 w
6步杀6415,3ak4/4a4/4b4/6N2/9/3rC4/4c4/4BR2C/1n1rA4/4KA3 w
6步杀6416,3a5/1RNk3C1/4b2n1/2p1C4/4c1b2/9/9/4B4/4A1r1r/2BA1K3 w
6步杀6417,C2a5/3r5/3Nk4/1C7/9/1n7/9/3p5/4p4/1c1K1R1r1 w
6步杀6418,r1b1ka3/1R2a4/N3b4/p8/9/1c7/6n2/C4p3/1r2p4/C4K3 w
6步杀6419,r4Rb2/3k3C1/2N1b4/2p6/9/3r5/8C/3An1n2/3pA4/2B1K3c w
6步杀6483,5k2C/6N2/4b2n1/4p4/8N/9/8R/5p3/1c1p1p3/3cK4 w
6步杀6484,3k3c1/R8/b2a5/C8/6b2/2N3B2/3N5/5Ar1B/3p1p3/4K3c w
6步杀6485,5R3/3k5/9/3N5/6C2/5n3/3N5/3p5/1r2p4/3K5 w
6步杀6486,3a1k2C/4a3n/4R3N/8N/9/9/9/9/2rp1p3/4K4 w
6步杀6487,3R5/2CN5/4k4/9/2N6/9/2n6/3pc4/1r2p4/3K5 w
6步杀6488,5k3/9/b6R1/3n2N1r/6p1N/9/8C/9/3p1p1c1/4K2c1 w
6步杀6489,6b2/3k1nrC1/1RN5b/9/9/9/3N1c3/3p5/2p1pc3/3K5 w
6步杀6490,4kab2/4a4/1R2n4/3N3N1/9/1C7/9/5n3/3p1pr2/1c2K4 w
6步杀6491,2ba2r2/3kn4/4b4/5R3/1n5N1/1N3C3/4c4/4B3B/2c1Ap3/3AK4 w
6步杀6492,6b2/3k5/R4a1Nc/3N5/3n5/9/3C5/9/4pnpr1/4cK3 w
6步杀6493,6b2/4k4/R3na1Nc/9/9/3N5/3C5/9/4pnpr1/4cK3 w
6步杀6494,2NN3R1/4k4/3n5/4pn2c/9/3C5/9/4c1r2/2p1pp3/3K5 w
6步杀6495,C1bR5/8n/2N1k4/c6Nn/2b6/9/3p5/3p5/2p1p4/3K1c1r1 w
6步杀6496,4Ra1r1/5k3/3a1c3/3N4C/9/9/9/5N3/2rp1p3/4K4 w
6步杀6497,3ak1r2/3na4/c3b4/7N1/2b5R/3NC1B2/9/3AB4/2r1A4/1c2K4 w
6步杀6498,2N1k4/8C/n1R6/7rr/4N4/5c3/9/3pp4/4c4/3K5 w
6步杀6499,2b3bc1/4k4/3R1N3/6c1r/4N4/1C7/1n7/2r6/6p2/3p1K3 w
6步杀6500,c4R3/2r6/2N1k3b/4N4/4p3r/4C4/3n5/3c5/2p1p4/3K5 w
6步杀6501,1cb2k3/4RN3/b8/2N6/6p2/9/6cr1/3p2Cn1/1r1p5/4K4 w
6步杀6502,2b2a3/4k2C1/b8/1N4Nn1/5Rc2/9/9/2rp5/4p1p2/3K2c1r w
6步杀6503,4k4/3Ra2NC/b8/p1N6/n1b6/5c3/9/1r1p5/2p6/3Kcr3 w
6步杀6504,3R5/4k4/3N5/2C6/9/9/3N5/1r1r1n3/3n5/3K5 w
6步杀6505,2ba1k3/4a1N2/2R6/9/6bN1/7r1/1C7/2n4rn/4A4/2B1KABc1 w
6步杀6506,4k1b2/2n3r1C/1n3R2b/5N3/9/2r6/3N2c2/9/6p2/3p1K3 w
6步杀6507,r4a3/4k3C/4n4/1N2N4/3R5/9/6n2/2pp5/4p4/r1cK5 w
6步杀6508,C1cN1kbr1/9/7RN/2n6/2nr5/9/9/9/4pcp2/5K3 w
6步杀6509,1cb1N4/4R4/1c1k4C/4p2n1/3N5/r1n4r1/9/3p5/4p4/3K5 w
6步杀6511,2r2k3/8N/5N1R1/2p3p2/1nb6/9/9/2nc1cp2/2p2C3/3K1p1r1 w
6步杀6512,2nR5/5kN2/9/6p2/2b3bn1/3Np4/9/3p1C3/2cpp2r1/1r2cK3 w
6步杀6559,2bak4/4a4/4b4/N4CN1R/9/9/9/4n4/3pA1r2/CcBA1K3 w
6步杀6560,C2k1ab2/4aR3/9/3N3c1/1N1n5/9/9/4BC3/4A1r1r/2BA1K3 w
6步杀6561,4k3C/5N1rC/5c3/4p4/4N4/9/9/6n2/2r2p3/3RK4 w
6步杀6562,1r2nN3/3ka1R2/2n5C/2N3p2/2C3b2/9/9/9/3p1p3/3cKc1r1 w
6步杀6563,3Rnk3/1C4r2/6N1c/4N4/2r6/3n5/4c4/5p3/3p2p2/3pCK3 w
6步杀6768,3k2b2/2R6/b2a5/9/N8/4R4/9/9/c3p1p1C/3p1K3 w
6步杀6769,2b1k3C/4a4/4ba3/5N3/9/9/9/4p4/2r2p3/4K1RR1 w
6步杀6770,4R4/6NC1/3k5/9/3c2b2/9/r8/9/3p1p3/4K1R2 w
6步杀6771,9/4k4/5N3/5R3/3C5/5p3/5p1c1/1r1p5/4p4/3K1R3 w
6步杀6772,2bakcb2/4a4/9/2N6/1C7/3R5/4R4/8B/5pr2/2BAK2c1 w
6步杀6773,2bckab2/4a4/9/6N2/7C1/5R3/4R4/B8/2rp5/1c2KAB2 w
6步杀6774,5k1n1/c3a4/5aR1b/6N2/2r5C/9/9/9/3p1p3/4K1R2 w
6步杀6775,5k1n1/c3a4/5aR1b/6N2/2r5C/2B6/9/B2A5/3p1p3/3AK1R2 w
6步杀6776,3k5/2R1c3C/b5n1N/9/9/2B6/9/4BR3/2p1r4/c4K3 w
6步杀6777,2b1ka3/3Ra4/3cb4/8C/9/5R3/4N4/1n2B4/2r1A1p2/c4KB2 w
6步杀6778,4k4/4a4/1r1c1a3/2N3R1R/4p1b2/9/9/7C1/4A1p2/1cnA1K3 w
6步杀6779,2R1R4/9/3k1nN1C/2p2n3/2b6/9/5c3/4p4/5p3/2rcK4 w
6步杀6780,2ba1k3/3Ra4/2N1b4/2R6/2C6/5r3/9/4rA3/5K3/9 w
6步杀6781,2bk5/1R5N1/9/9/9/9/9/5Cr2/r2p1p3/4K2R1 w
6步杀6782,5kb2/1N5R1/9/9/9/9/9/2rC5/3p1p2r/1R2K4 w
6步杀6783,3a1k3/4a1R2/6R2/2r6/7NC/9/2r6/9/3p1p3/4K4 w
6步杀6784,3ak1b2/2R1ar3/4b4/4p4/3R5/9/4N4/4B4/2p1r4/1C1K2B2 w
6步杀6785,C3ka1r1/3Ra4/9/5NR2/9/2B6/9/4K4/r3Apc2/3A2B2 w
6步杀6786,3a1k2C/3ra4/4b4/9/6b1N/6cR1/4rp3/3ABA3/9/4K1BR1 w
6步杀6787,2bakcb2/4a4/9/2N6/9/9/1C1RR4/9/5r1r1/3AK3c w
6步杀6788,2ck1a1R1/9/2cab4/2p1R4/8p/9/3N5/3CB4/1r2A3r/4K4 w
6步杀6789,3a1k3/4a1R2/6R2/9/1r5N1/9/2r6/6n2/3p1p3/4K3C w
6步杀6790,1RC1k4/3ra4/4b1c1N/7R1/9/9/9/5n3/4r4/5K3 w
6步杀6791,2bakcb2/4a4/9/2N6/1C7/3R5/4R4/4K4/5r3/2n2r3 w
6步杀6792,2b1ka3/4a4/1r2b3c/7r1/3N5/2R3C2/9/3RBA3/4AK1n1/9 w
6步杀6793,2bakcb2/4a4/9/2N6/1C7/2BR5/4R4/4KA3/4Ar3/2n3Br1 w
6步杀6794,5k1n1/c3a1R2/5a2b/6N2/2r5C/9/9/9/3r1p3/4K1R2 w
6步杀6795,2bakc3/4a4/9/2N6/1C2R4/3R5/2n2r3/5r3/3p5/2B1K4 w
6步杀6796,2b1ka3/3r4R/2N6/4p4/4cn3/9/8R/4B1C2/3rA4/2B1KA3 w
6步杀6797,2b1ka3/3r2R2/2N2a3/4p4/4c4/4n4/9/3rB1C2/4A4/4KABR1 w
6步杀6798,2b1ka3/4a4/1r2b3c/7r1/3N5/2R3C2/6n2/3RBA3/4A1p2/5K3 w
6步杀6799,2b1ka3/3r4R/2N6/4p4/4c4/6C2/9/2n1B3R/3rAp3/2BAK4 w
6步杀6800,CR3a3/4a4/1N1kb4/9/2b2r3/2c6/9/4Bp2r/2p3n2/1RBA1K3 w
6步杀6801,4k1b2/4aR3/4Nc2b/9/8n/9/9/4C1p2/2rpRpr2/4K4 w
6步杀6802,5ab2/2Nka4/2n1b1R2/5R3/4r4/9/9/3CB4/r2pA1c2/4KAB1c w
6步杀6803,2b1RR3/3k1N3/8C/3n5/2b1r4/9/5c3/4p4/5p3/1r1cK4 w
6步杀6804,R1b1kab1c/4a4/5n3/1N2pR3/9/7C1/8r/4B4/1r2Ap3/c1BAK4 w
6步杀6805,2ba5/4akN2/n3b1n2/6R2/4r4/9/9/1R3C3/1p2r4/2BK2B2 w
6步杀6806,8R/4k4/4n2r1/4N4/1n5R1/4C4/9/5p3/2r1p1p2/5Kc2 w
6步杀6807,2bRR1crn/5k3/9/9/2b1n2NC/9/9/5p3/4p4/1r1c1K3 w
6步杀6808,6b2/5cN2/1r2k3b/3n5/3R5/5Rn2/9/7C1/2p1p4/3K1c2r w
6步杀6809,4k2c1/9/9/1rp6/c1b1N1br1/3R1R3/2pC5/1p1K2nn1/9/9 w
6步杀6810,6b1c/4knR2/2R2a3/2p2N3/2n4c1/9/1r1r5/3C5/3pp4/5K3 w
6步杀6850,3Nkab2/3ra2R1/4b4/5R1CC/9/9/9/3p5/2p1p4/3K5 w
6步杀6851,3ak4/3Ra1R2/4bc3/9/5N3/9/9/4C3C/1rnp1p3/4K4 w
6步杀6852,4ka3/2R1aR3/3cb4/9/3N5/9/9/C3C4/3p1pnr1/4K4 w
6步杀6853,4ka3/2R1aR3/3cb4/9/3N5/9/9/C3C4/3pApn2/2B1K1Br1 w
6步杀6854,2ba1a3/2C2k1NR/9/4nc3/6b2/9/7p1/1R2B3B/4A2r1/1C2KAp1c w
6步杀6855,2b1ka3/4a4/4b3n/3R1N3/6R2/9/9/3C3C1/1nrpA4/1c2KA3 w
6步杀6856,2bakN3/4aR3/4b4/1C1R5/6n2/C3c4/9/2n1B3c/4Ar3/4KA3 w
6步杀6857,6b1c/3ka1NC1/2R6/9/n2c4n/r8/1C7/9/4p1p2/5K2R w
6步杀6858,r1bk2C2/9/3N1R3/6p2/9/4C4/5n3/4n1c2/3pp1p2/1R3K1c1 w
6步杀6859,2C1kar2/3R5/5a3/2N6/9/9/9/4C3r/4p4/R4K3 w
6步杀6860,2rak1C2/5R3/3a5/6N2/9/9/9/r3C4/4p4/3K4R w
6步杀6861,4kabC1/2rCaR3/4c4/9/5N3/9/9/1R2r4/4p4/c2K5 w
6步杀6862,4NR3/5R3/4k4/2p1p4/2Cc2C2/3c5/9/9/2rp1pr2/4K4 w
6步杀6863,3k1a3/2R1a4/2R6/6r2/1N7/9/6r2/4n4/4C4/C3K4 w
6步杀6864,3a1k3/2R1a4/3cb1n2/1C2N4/2b1C3R/9/9/9/r1r2p3/4K4 w
6步杀6865,3k1a3/4a1R2/2n1bc3/4N2C1/R3C1b2/9/9/9/3p2r1r/4K4 w
6步杀6866,1R1a3r1/1C1cak3/2N6/5r3/1R7/C8/4p4/4BA3/4An3/3K2B2 w
6步杀6867,5k1n1/c3a4/5aR1b/6N2/2r5C/9/1r7/B3C4/2p1A4/2BK1AR2 w
6步杀6868,4kab2/2R1aR3/3cb4/9/3N5/9/9/C3C4/3p1pnrr/4K4 w
6步杀6869,5kb2/4a4/3cnr3/4p4/9/CC7/9/N2A5/rpp1A4/2B1KRR2 w
6步杀6870,3ak4/2R1a2R1/b4c3/7N1/2b6/5r3/8C/4BC3/2nrA4/c3KAB2 w
6步杀6871,3ak1b2/c3a4/4b4/2n6/NR7/9/9/3RCC3/3p1pr2/c1rAK4 w
6步杀6872,3a1k3/2C1R4/3ab3n/1C4RNc/2b6/9/9/3ABA3/1n1r1r3/4K1B2 w
6步杀6873,2baR3r/2R6/4bk3/5n3/9/7N1/9/2n1CA2C/1r1p5/c3KA3 w
6步杀6874,3a1k3/2R1a4/3cb1n2/1C2N4/2b1C3R/9/9/B4An2/r1r2p3/2BAK4 w
6步杀6875,3a1R2C/3kn4/2nab4/3R3N1/2rC5/9/9/9/3pAp3/cr1AK4 w
